2016-04-01,66149297932297
2016-04-01,66149297979458
2016-04-11,66159378577707
2016-04-11,66159378603440
2016-05-05,66189388244253
2016-05-05,66189388244428
2016-05-09,66199393754351
2016-05-09,66199393807102
2016-05-09,66199393829888
2016-05-09,66199393829935
2016-05-09,66199393833322
2016-05-09,66199393834789
2016-05-09,66199393856672
2016-05-09,66199393856685
2016-05-10,66199394139985
2016-05-10,66199394141058
2016-05-10,66199394142619
2016-05-11,66199394377832
2016-05-13,66209394900438
2016-05-16,66209396047601
2016-05-16,66209396047614
2016-05-16,66209396057109
2016-05-16,66209396109551
2016-05-16,66209396110241
2016-05-18,66209396440673
2016-05-18,66209396441056
2016-06-01,66229299515757
2016-06-01,66229299520598
2016-06-01,66229300899617
2016-06-01,66229303033071
2016-06-01,66229303284869
2016-06-01,66229304576459
2016-06-01,66229308326506
2016-06-01,66229315562301
2016-06-01,66229317124290
2016-06-01,66229317792738
2016-06-01,66229317813350
2016-06-01,66229319302696
2016-06-01,66229320196602
2016-06-01,66229320267902
2016-06-01,66229320657826
2016-06-01,66229320800970
2016-06-01,66229321024085
2016-06-01,66229321842069
2016-06-01,66229322106686
2016-06-02,66229328663140
2016-06-02,66229330663781
2016-06-02,66229332992130
2016-06-02,66229333064424
2016-06-02,66229333302056
2016-06-02,66229333792292
2016-06-02,66229333882479
2016-06-02,66229335059596
2016-06-02,66229340391732
2016-06-02,66229342183747
2016-06-02,66229344938897
2016-06-02,66229345952602
2016-06-02,66229347213117
2016-06-02,66229348324724
2016-06-03,66239357897796
2016-06-03,66239358683270
2016-06-03,66239359491118
2016-06-03,66239361567114
2016-06-03,66239367402843
2016-06-03,66239368053680
2016-06-03,66239368300133
2016-06-03,66239371399695
2016-06-03,66239372407961
2016-06-04,66239374490879
2016-06-04,66239375689707
2016-06-04,66239375759195
2016-06-04,66239376819421
2016-06-06,66239382881831
2016-06-06,66239384479704
2016-06-06,66239384592404
2016-06-06,66239385343334
2016-06-06,66239386002938
2016-06-06,66239386657419
2016-06-06,66239396334529
2016-06-06,66239397669643
2016-06-06,66239397739675
2016-06-06,66239397755397
2016-06-06,66239398952292
2016-06-06,66239399829341
2016-06-06,66239400132539
2016-06-07,66239409162391
2016-06-07,66239409199774
2016-06-07,66239415205750
2016-06-07,66239418967197
2016-06-07,66239420063786
2016-06-07,66239420899635
2016-06-07,66239422993023
2016-06-07,66239423086212
2016-06-08,66239428815088
2016-06-08,66239429277919
2016-06-08,66239429588139
2016-06-08,66239429851260
2016-06-08,66239432987935
2016-06-08,66239433030371
2016-06-08,66239441063897
2016-06-08,66239441991601
2016-06-08,66239442378928
2016-06-08,66239443407597
2016-06-08,66239443960080
2016-06-08,66239444851702
2016-06-08,66239444938506
2016-06-08,66239445116993
2016-06-08,66239445335269
2016-06-09,66239449264594
2016-06-09,66239450665463
2016-06-09,66239453055212
2016-06-09,66239457505986
2016-06-09,66239461012498
2016-06-09,66239462341605
2016-06-09,66239462811693
2016-06-10,66249466958942
2016-06-10,66249468156726
2016-06-10,66249468744697
2016-06-10,66249468758322
2016-06-10,66249470036000
2016-06-10,66249470221250
2016-06-10,66249477105575
2016-06-10,66249477281718
2016-06-10,66249479163484
2016-06-10,66249480187498
2016-06-11,66249482775447
2016-06-11,66249483096603
2016-06-11,66249483107387
2016-06-11,66249484201059
2016-06-11,66249484356179
2016-06-13,66249491466257
2016-06-13,66249493215076
2016-06-13,66249493624924
