2016-06-15,66249534359862
2016-06-15,66249535317042
2016-06-15,66249535327053
2016-06-15,66249535731566
2016-06-15,66249546320646
2016-06-16,66249551102949
2016-06-16,66249551613736
2016-06-16,66249552157908
2016-06-16,66249552742376
2016-06-16,66249553052795
2016-06-16,66249569482654
2016-06-16,66249571589260
2016-06-16,66249571940398
2016-06-16,66249572055129
2016-06-16,66249572251409
2016-06-16,66249572308961
2016-06-16,66249572535673
2016-06-16,66249572592429
2016-06-18,66259580156204
2016-06-21,66259605548284
2016-06-21,66259605867780
2016-06-21,66259606362037
2016-06-21,66259610600299
2016-06-21,66259611058319
2016-06-21,66259611687694
2016-06-21,66259617423050
2016-06-21,66259622184891
2016-06-21,66259622916348
2016-06-21,66259623426936
2016-06-22,66259628810045
2016-06-22,66259629156362
2016-06-22,66259630632737
2016-06-22,66259630715024
2016-06-22,66259630795764
2016-06-22,66259633639229
2016-06-22,66259633884757
2016-06-23,66259654181748
2016-06-23,66259655016982
2016-06-23,66259657309273
2016-06-23,66259657330825
2016-06-23,66259657538385
2016-06-23,66259657659287
2016-06-23,66259657920052
2016-06-23,66259666665104
2016-06-23,66259669940660
2016-06-23,66259671429209
2016-06-24,66269678298726
2016-06-24,66269678533075
2016-06-24,66269680570657
2016-06-24,66269684537541
2016-06-24,66269690644515
2016-06-24,66269695818179
2016-06-24,66269696483767
2016-06-24,66269696895090
2016-06-24,66269697748238
2016-06-25,66269704182042
2016-06-25,66269704216534
2016-06-25,66269704391661
2016-06-25,66269705028243
2016-06-25,66269705039580
2016-06-25,66269705310502
2016-06-25,66269705395603
2016-06-25,66269705981645
2016-06-25,66269706246336
2016-06-25,66269706659953
2016-06-27,66269712646084
2016-06-27,66269718365042
2016-06-27,66269719830971
2016-06-27,66269734155106
2016-06-27,66269734663770
2016-06-28,66269744618152
2016-06-28,66269758780907
2016-06-28,66269760287362
2016-06-28,66269763669555
2016-06-28,66269764731661
2016-06-28,66269765618763
2016-06-28,66269765767387
2016-06-28,66269766053188
2016-06-28,66269766119396
2016-06-29,66269773387304
2016-06-29,66269773459074
2016-06-29,66269773507168
2016-06-29,66269773551206
2016-06-29,66269776217914
2016-06-29,66269776267634
2016-06-29,66269778247889
2016-06-29,66269779415383
2016-06-29,66269790619536
2016-06-29,66269790824957
2016-06-29,66269791033174
2016-06-29,66269791043525
2016-06-29,66269791467421
2016-06-29,66269791517635
2016-06-30,66269797483589
2016-06-30,66269797912061
2016-06-30,66269402566735
2016-06-30,66269799853807
2016-06-30,66269799988670
2016-06-30,66269800139405
2016-06-30,66269800169250
2016-06-30,66269800390084
2016-06-30,66269801236065
2016-06-30,66269802327325
2016-06-30,66269802481002
2016-06-30,66269803214750
2016-06-30,66269803219491
2016-06-30,66269803307689
2016-06-30,66269813262371
2016-06-30,66269814328527
2016-06-30,66269814846791
2016-06-30,66269814916676
2016-07-01,66279823149129
2016-07-01,66279826162524
2016-07-01,66279828469419
2016-07-01,66279828907870
2016-07-01,66279831700356
2016-07-01,66279831940852
2016-07-02,66279850326090
2016-07-04,66279858952692
2016-07-04,66279859158761
2016-07-04,66279861487746
2016-07-04,66279862639442
2016-07-04,66279865162706
2016-07-04,66279865756186
2016-07-04,66279866357203
2016-07-04,66279867025566
2016-07-04,66279867440010
2016-07-04,66279875349824
2016-07-04,66279876063727
2016-07-04,66279882957921
2016-07-05,66279890569044
2016-07-05,66279893074375
2016-07-05,66279893571055
2016-07-05,66279902299899
2016-07-05,66279904027048
2016-07-05,66279905644081
2016-07-05,66279907988064
2016-07-05,66279908075786
2016-07-05,66279908278929
2016-07-06,66279911795475
2016-07-06,66279913983086
2016-07-06,66279916171575
2016-07-06,66279917074315
2016-07-06,66279917267136
2016-07-06,66279917776625
2016-07-06,66279406136984
2016-07-06,66279924314713
2016-07-06,66279926235906
2016-07-06,66279927589449
2016-07-06,66279928069520
2016-07-06,66279928184968
2016-07-07,66279936520496
2016-07-07,66279936624060
2016-07-07,66279936963986
2016-07-07,66279937107979
2016-07-07,66279937132732
2016-07-07,66279937147528
2016-07-07,66279938043405
2016-07-07,66279938181520
2016-07-07,66279938234313
2016-07-07,66279938648368
2016-07-07,66279939039823
2016-07-07,66279948031324
2016-07-07,66279948071680
2016-07-07,66279949164395
2016-07-07,66279950381102
2016-07-11,66289967070372
2016-07-11,66289967336115
2016-07-11,66289967993803
2016-07-11,66289968806798
2016-07-11,66289969126864
2016-07-11,66289969193692
2016-07-11,66289969375354
2016-07-11,66289969550624
2016-07-12,66289988928337
2016-07-12,66289988984742
2016-07-12,66289989006196
2016-07-12,66289989648469
2016-07-12,66289990168592
2016-07-12,66289990960914
2016-07-12,66289991002542
2016-07-12,66289991446960
2016-07-12,66289992964554
2016-07-12,66289993965904
2016-07-12,66289995308750
2016-07-12,66289406723381
2016-07-12,66289406723483
2016-07-12,66289406723852
2016-07-12,66289406796791
2016-07-12,66289005149567
2016-07-13,66289011799900
2016-07-13,66289012226211
2016-07-13,66289012382681
2016-07-13,66289012953944
2016-07-13,66289014364456
2016-07-13,66289014833341
2016-07-13,66289020974559
2016-07-13,66289021163547
2016-07-13,66289022923610
2016-07-13,66289024382311
2016-07-13,66289024659080
2016-07-13,66289026158206
2016-07-13,66289026452921
2016-07-14,66289034358669
2016-07-14,66289035106512
2016-07-14,66289035198736
2016-07-14,66289035511660
2016-07-14,66289035736801
2016-07-14,66289036241703
2016-07-14,66289037165951
2016-07-14,66289043129881
2016-07-14,66289044255606
2016-07-15,66299052081056
2016-07-15,66299052256200
2016-07-15,66299053228039
2016-07-15,66299054179102
2016-07-15,66299054332432
2016-07-15,66299407149385
2016-07-15,66299407149461
2016-07-15,66299064422481
2016-07-15,66299065203315
2016-07-15,66299067549052
2016-07-15,66299067910293
2016-07-15,66299068706633
2016-07-15,66299070849438
2016-07-15,66299071220924
2016-07-16,66299074540961
2016-07-16,66299074541404
2016-07-16,66299074664099
2016-07-16,66299075095823
2016-07-16,66299075479785
2016-07-16,66299075994943
2016-07-18,66299086993383
2016-07-18,66299087705932
2016-07-18,66299089906882
2016-07-18,66299089960575
2016-07-18,66299089993441
2016-07-18,66299089996693
2016-07-18,66299090009870
2016-07-18,66299090382129
2016-07-18,66299090607074
2016-07-18,66299407246041
2016-07-18,66299091558809
2016-07-18,66299092084753
2016-07-18,66299092446777
2016-07-18,66299095901859
2016-07-18,66299096117439
2016-07-18,66299097185337
2016-07-18,66299098166794
2016-07-18,66299098220882
2016-07-18,66299098457405
2016-07-18,66299098651903
2016-07-18,66299099051512
2016-07-18,66299101005664
2016-07-19,66299104895291
2016-07-19,66299107624905
2016-07-19,66299108857897
