<>1701R-02,Maquillaje Cremoso Pro Correctivo (Repuesto) Beige Rosado     ,150,MP
<>1701R-03,Maquillaje Cremoso Pro Correctivo (Repuesto) Beige anaranjado ,150,MP
<>1701R-04,Maquillaje Cremoso Pro Correctivo (Repuesto) Beige Dorado,150,MP
<>1701R-05,Maquillaje Cremoso Pro Correctivo (Repuesto) Tostado Claro   ,150,MP
<>1701R-06,Maquillaje Cremoso Pro Correctivo (Repuesto) Beige Oscuro ,150,MP
<>1701R-07,Maquillaje Cremoso Pro Correctivo (Repuesto) Terracota Tostado    ,150,MP
<>1701R-08,Maquillaje Cremoso Pro Correctivo (Repuesto) Tostado,150,MP
<>1701R-09,Maquillaje Cremoso Pro Correctivo (Repuesto) Tostado Bronce,150,MP
<>1701R-10,Maquillaje Cremoso Pro Correctivo (Repuesto) Marrón Chocolate,150,MP
<>1701R-11,Maquillaje Cremoso Pro Correctivo (Repuesto) Marrón Café,150,MP
<>1710-00,Maquillaje Compacto al Agua Marfil,245,MM
<>1710-01,Maquillaje Compacto al Agua Natural,245,MM
<>1710-02,Maquillaje Compacto al Agua Dorado,245,MM
<>1710-03,Maquillaje Compacto al Agua Tostado,245,MM
<>1710R-00,Maquillaje Compacto al Agua (Repuesto) Marfil,155,MM
<>1710R-01,Maquillaje Compacto al Agua (Repuesto) Natural,155,MM
<>1710R-02,Maquillaje Compacto al Agua (Repuesto) Dorado,155,MM
<>1710R-03,Maquillaje Compacto al Agua (Repuesto) Tostado,155,MM
<>1800-02,Maquillaje Líquido Hidratante Natural,215,MM
<>1800-03,Maquillaje Líquido Hidratante Natural intermedio,215,MM
<>1800-05,Maquillaje Líquido Hidratante Dorado claro,215,MM
<>1800-06,Maquillaje Líquido Hidratante Dorado intermedio,215,MM
<>1800-08,Maquillaje Líquido Hidratante Tostado,215,MM
<>1801-00,Base de Maquillaje Alta Definición HD Natural   ,375,MM
<>1801-01,Base de Maquillaje Alta Definición HD Dorado   ,375,MM
<>1801-02,Base de Maquillaje Alta Definición HD Tostado   ,375,MM
<>1820-00,Maquillaje Líquido Reflectante Natural Claro         ,215,MM
<>1820-01,Maquillaje Líquido Reflectante Natural,215,MM
<>1820-02,Maquillaje Líquido Reflectante Dorado,215,MM
<>1830-02,Maquillaje Humectante Efecto Lifting  Dorado  ,255,MM
<>1840-02,Maquillaje Humectante con Retinol  Dorado  ,255,MM
<>1860-01,Maquillaje Líquido Efecto Polvo HD Natural ,375,MM
<>1860-02,Maquillaje Líquido Efecto Polvo HD Dorado ,375,MM
<>1860-03,Maquillaje Líquido Efecto Polvo HD Tostado   ,375,MM
<>1861-01,Base Mousse HD Natural    ,220,MM
<>1862-01,BB Base Nude Claro    ,220,MM
<>1862-02,BB Base Nude Natural    ,220,MM
<>1862-03,BB Base Nude Tostado  ,220,MM
<>1863-01,CC Fondo de color correctivo Natural      ,220,MM
<>1870P-01,Maquillaje Humectante Satinado Pro para rostro y cuerpo Bronce (concentrado de perlas),240,MP
<>1900-01,Delineador Líquido  Punta Pincel Negro. ,200,MM
<>1910-01,Delineador Líquido a Prueba de Agua Punta fibra Negro  ,200,MM
<>1930-R01,Lapiz Delineador para ojos (Retráctil) Negro,225,MM
<>1930-R03,Lapiz Delineador para ojos (Retráctil) Marrón,225,MM
<>2000P/2001P-10,Tonalizador Correctivo Pro 2000P-10 - Negro  PACK 4 UNIDADES,620,MP
<>2000P/2001P-11,Tonalizador Correctivo Pro 2000P-11 - Beige  amarillento  PACK 4 UNIDADES,620,MP
<>2000P/2001P-12,Tonalizador Correctivo Pro 2000P-12 - Beige Grisado  PACK 4 UNIDADES,620,MP
<>2000P/2001P-13,Tonalizador Correctivo Pro 2000P-13 - Beige  verdoso  PACK 4 UNIDADES,620,MP
<>2000P/2001P-01,Tonalizador Correctivo Pro 2000P-01 - Blanco  PACK 4 UNIDADES,620,MP
<>2000P/2001P-02,Tonalizador Correctivo Pro 2000P-02 - Verde  PACK 4 UNIDADES,620,MP
<>2000P/2001P-03,Tonalizador Correctivo Pro 2000P-03 - Salmon  PACK 4 UNIDADES,620,MP
<>2000P/2001P-04,Tonalizador Correctivo Pro 2000P-04 - Anaranjado  PACK 4 UNIDADES,620,MP
